POS NEG
wrongthree 1
'90' 1
outlandishness 2
avalon 2
onethis 6
''professionals'' 1
generals 9
ya
 2
reel!) 1
operational 1
(finally!) 1
flavorless 1
'homosexual 1
havewell 1
"nice 6
"glengarry 1
monotonal 1
freebie 1
(camp- 1
aronofsky 2
cents 33
raved 2
twenty-odd 1
low-priced 1
moviemistake 1
yahoo! 2
lifelong 11
duane 4
modern 304
nightwing 1
sardonic 5
raven 13
raves 6
avoiddirector 1
kýlls 4
raver 1
brainwashed 15
androids 2
maximumanother 1
blomkamp 1
kazakhstan 1
directorserum 1
python's 2
levity 2
folder 2
(spain) 1
councilwoman 1
subject-of-knowing 1
folded 4
celluloid!
 1
hither 1
trusting 7
equipped 5
diablo)for 1
together 883
hows 1
general' 3
monster-looking 1
general" 6
officer/pederast 1
"references" 1
howe 3
(sometimes) 2
viertel 1
"contact 1
larvae" 1
howl 4
reconaissance 1
shovelling 1
graham 38
fatty's 3
hargitay 1
averagousity 1
pity
 2
good)when 1
"smartest" 1
'90s 4
solution 34
evaluation 4
microsoft 8
(homicides 1
buchfellner) 1
zb1's 1
spoilerswell 1
adrenaline 13
marlene(jasmine's 1
ravis 1
generala 1
filmgregory 1
whaleâ… 1
bullthe 1
simian 3
(albeit 12
general) 4
negativetrick 1
teethlet's 1
hinders 2
eachthe 1
nobel) 1
evaluating 3
crooked 13
hoyo 2
general: 1
lesbian-themed 1
blood-soaked; 1
filmeven 1
significantly 21
trainers 1
rightall 1
growingly 1
merchandise 3
requeststhe 1
clarke's 1
full-immersion 2
traumas 6
song"ýs 1
fiascothe 1
humans#2 1
drool-worthy 1
pyre 1
guinness 14
survýves 1
jokes;despite 1
pointy-headed 1
sex-romp 1
treated- 1
zinemann 1
jokeýt's 1
servants 27
rav-4 1
(can't 4
huggaland 6
ratio 9
porcupine 2
guinneth 1
worstýt's 1
masonry 1
over-the 1
'london 3
wrist 15
lacking"on 1
money!)
 1
female's 2
"hitchcockian" 1
yuckthe 1
speakeasies 1
hudson)and 1
greenbacks 2
write 426
party--tilly 1
backpack 3
(c'mon 2
appetite
 1
about)it 1
trauma" 1
"journey's 1
squint 2
encounters 62
unknowing 5
soon-to-be-boyfriend 1
akkaya's 1
encounter) 1
bookworm) 1
roulette" 1
funded! 1
"nooooooooooooooooooooo" 1
noses; 1
-including 1
45-year 1
pyle 7
(coyote 1
weakand 2
spanking 3
nascar 7
itâ´s 6
pretentiousýt 1
non-funny 1
amell) 1
thinthe 1
wring 5
festers 1
crapý'm 1
filmmaking
 1
impatiently 1
sikking 1
earful 2
ties) 1
directorthose 1
roulettea 1
squibý 1
rats) 2
ties' 1
amelia 5
lofts 1
amelie 6
nausea- 1
lofty 1
phoenix 22
rickshaw 2
comedy-thriller 1
twenty-one 1
escalator 1
sex-role 1
(right 4
overcranked 1
ties" 5
1)does 1
(classic 1
grail' 1
competently-made 1
fabulous 43
grail" 1
horrorfest
 2
divinities 1
rolesýt's 1
balls--but 1
typethey 1
birney 1
career-woman 1
kintaro 1
swallow!
 1
line)to 1
(rigid 1
ýtalians' 1
vibrators 1
ýtalians! 1
grain" 1
guessingneagle 1
chan-wook 2
escalated 3
"toast 1
b!ch 1
magsel 1
shenk's 1
morland 1
ratty 1
escaped
 1
akshay's 2
anti-female 1
customers
 1
squanders 4
rinsing 1
'hide 1
thingbranagh's 1
(and) 1
"f**k"there 1
(anal 1
equivalence 1
research
 1
terrifyingbut 1
"soundtrack" 1
asanine 1
champagne 7
ratso 1
praiseadmittedly 1
outcome 46
silvestro's 2
irritable 3
thenceforward 1
true:-when 1
churchabsolute 1
15/4
 1
grainy 37
chilean-english 1
studios' 3
insane
 1
handy-cam 1
phillipe) 1
too!you 1
wearisome 1
sporting 18
*them!*--and 1
speedskating 1
bread-chewing 2
naschy 37
imitationsfirst 1
theatersýf 1
battlefýeld 2
bursting 13
heirsý'd 1
manifesting 1
plastýque 1
suckers 9
guess
 5
macguyver 1
self-esteem 6
bluethe 1
then-girlfriend 1
enough)ýnstead 1
portraying 69
us-mexico 1
yetelvis 1
sister/daughter 1
awfuland 1
(andy 2
room!!!
 1
female") 1
on--maybe 1
gravity 18
'attack 2
madchen 4
choicemaybe 1
frivolous 4
mummifies 1
escalates 1
sleeping 89
sucker" 1
fessenden 3
"beautiful 4
producer-director 1
selected 29
countess 5
didactic(originally 1
mummified 7
mid-eighties 2
clichã©smr 1
layout 5
awayavoid 1
importing 1
'thing' 1
surprise!first 1
confucius 1
fellýný 2
squirt 1
soulless 21
squirm 12
cheers
 1
kewpie 2
squire 1
intelligent 193
cabinet!)pity 1
refinement 2
nurse's 3
triviality 1
'84' 1
menzies' 1
unleashedfor 1
counters 2
hoek 1
scuddamore 4
felicity 4
hacker" 1
much!) 1
labor
 1
(anil 2
(calvi 1
research!) 1
hacker) 1
chýck 1
(1984)/critters 1
counterweight 1
patgordon 1
1'40 1
road-block 1
grendelâ…if 1
uptalentless 1
paýn! 1
money
 48
yashiro 2
smacking 5
frazier 3
anytime: 1
bumbled 2
hock 1
rachel" 1
collection 132
boring1/5
 1
calls(7eventy 1
counter) 1
tarzan: 1
bumbles 1
'him' 3
counter" 2
easy-going 3
detmers 4
honey! 3
rickles 2
discernment 1
anytime! 1
omfg!!! 1
anytime" 1
hobo 4
fancy-dancy 1
(kirshner) 2
excitementýt 1
completists
 4
tulsa!! 1
warehouse-- 1
pleaseplease 1
infrastructure 1
least-favorite 1
"direct 1
lucinda 1
bonaduce 1
five-o" 1
spinster 8
platte 3
ýdea! 1
kiyomasa 1
hoax 6
/cue 1
expand 17
login 1
'puuurfect' 1
suckedý 1
presupposes 1
petrus 1
ahahahahahaaaaa 1
collecting 13
calledcan 1
'87' 1
gallagher's 2
caseload 1
"midnight 8
logic 158
farcesomeone 1
voltron 2
eyelinerýt 1
indirection 1
pontificator 1
"ýnvisible 3
"so-and-so 1
(ann) 2
mouse/rat 1
townýes!*1/2 1
depressants 1
eitherbut 1
actingjob 1
'high 3
"run-dim" 1
"movie"why 1
heights)- 1
tmtmwhile 1
(quite 8
robertsbenny 1
rubbish:"the 1
(anne 3
ýnnocents 2
angel/confidant 1
(anna 1
plucking 2
ahhhhh 1
ritzig 1
untested 1
hackers 6
reinvigorate 1
warehouse's 1
13th-clone 1
viewpoints 7
boardroom 5
hypothetically 1
george(johnathan 1
allegories 1
day-dream 1
christianity
 1
child-molesting 1
soulthe 1
sensationalized 1
psychos 11
finalsthe 1
reservationthis 1
adultsdoubtful 1
nauseam 3
quality--in 1
masonic 1
splattered 7
obtain 19
topsemeticgeordiessalt 1
chýll 1
overwhelming 38
getneither 1
lemorande 1
chýld 6
consenting 2
layabouts 1
ýdeal 2
wheeeew!
 1
rethýnk 1
psycho! 1
psycho) 2
psycho' 1
parts
 4
raw's 1
re-create 6
onetime 1
doo"-styled 1
"santa-slashers" 1
yami's) 1
non-rocky 1
serenitythrow 1
plater 1
plates 10
poltergeist) 1
squids 1
hugely 20
ýdeas 3
boo-bees 2
leonidus 1
freed
 1
pyun 12
sucked) 1
includedfrom 1
freeand 1
"gas!" 5
body-stacking 1
horrid--as 1
sophýa 1
logan 14
resultbanned 1
'hip' 1
sucked; 1
"asylum 1
pearly-browns 1
ýncubus" 2
sadistic--punch-you-in-the-nose 1
noughties) 1
closeread 1
tea/go 1
presides 1
opinion!
 2
machine'let's 1
basanti) 1
collective 31
moggies 1
tourette's 1
'quotes 1
"prehysteria!" 1
presided 2
romã¢niei" 2
curýous-yellow 3
houseman 17
squibs 3
interacted 1
sucked! 7
"showgirls" 4
racerunner 1
advertized 2
other 4155
degeneracy 1
'80s 15
fraternity 14
nuts-and 1
phillippe 3
fastidiously 1
(any) 1
psychic 49
bushido 1
arousedthe 1
itright 1
exempt 1
ambrose 1
3/10derboiler
 1
phillips: 1
pontificates 1
warehouse!! 1
believeavoid 1
'his' 1
technologies 2
phillips' 1
petrol 4
phillips) 7
hallýnteriors 1
resurrection
 1
astronaut 23
contractor": 1
simons 1
originalityonce 1
eitherand 2
hedy 4
shaggy's 1
chrýstmas 1
weaknot 1
reasonability 1
countoo 1
heed 12
simone 4
attonment 1
sneezed 1
explosions 40
pre-pilot 1
heel 7
lawyer) 2
(it's 30
doofenshmirtz 1
heep 1
"schoolgirls 1
kline 8
blowed 3
(later 7
friendýnstead 1
on!scenes 1
centuries" 1
sayand 3
actressesalthough 1
blower 2
counts: 1
lebrock 1
lettieri) 1
bullion 1
vastly 34
powerstap 1
time-storms 1
moviesthat 1
husbandgeorge 1
crude/vulgarthe 1
(late) 1
ranihe 1
toowriter: 1
counts) 1
bangladesh 1
guard 74
riveted 4
pisa 1
resourses 1
gorecons: 1
pity 99
heck 127
torture/mutilation 1
hee) 1
pits 16
taiwan 7
pitt 29
(!!) 4
lawyers 16
howeveras 1
moralistic 12
pith 4
explosion" 1
(agin 1
pointsý'll 1
pita 2
filmack 1
musicthe 3
britain 40
boobilicious 1
ass/simulated 1
30's!) 1
traffic-filled 1
over-enthusiasm 1
fobby 1
watchthe 5
'style' 1
marylee 1
pudding! 1
foulthe 1
architecture 11
over-enthusiast 1
sleazeand 1
emilfork 1
magic! 1
`gummo' 1
writer-director) 1
magic) 1
magic' 1
leway 1
jobthe 4
magic; 1
heir 12
(cage) 1
country 318
rambounbelievable 1
no-nothis 1
zilch 3
manipulations 4
bat-mobile 1
thrilling 55
sitcoms
 1
pump-action 1
castrol 1
motivesmilitary 1
overblown-- 1
factualwhile 1
conclusionremarkably 1
moviesthey 2
damagingly 2
(kazushi 1
spoýlers**the 1
re-emergence 1
cesspit 1
itawful
 1
closets: 1
soccer) 1
discord 2
empress(miss 1
guano 1
"mates" 1
spoiler------ 1
mumunicholas 1
haldeman 1
intensifies 1
gunplay 5
uninvolved 2
intensified 1
hawaiian-punch-guy 1
magick 1
naptonthe 1
1978's 1
(aged 1
boatwoman 1
lathan's 1
girls--are 1
manipulation" 1
doom-laden 1
(patrick 5
dedede 2
clyton 1
(ages 1
hehe 3
countto 1
soccer" 1
sh!tany 1
"ends" 1
upgraded 1
demagogue 1
earlierthe 2
hema 1
"unsurprisingly" 1
well-endowed) 1
most:throw 1
glimpses 18
hemi 1
help 860
willthe 2
whatbeing 1
"catastrophic 1
clicks 3
glimpsed 7
goldwyn's 1
hughly 1
guiccioli 1
searching 54
nemisis 1
extraordinaire 3
six-minute 1
hems 1
cheerios 2
filmand 3
wellâ… 2
tennesse 1
(!)) 1
howeveris 1
idolized 2
(sandro 1
dammit 2
whattt 1
bites)what's 1
idolizes 3
loversgay 1
high-echelon 1
held 150
click! 1
marginally 25
kitty! 1
novelsthis 1
resiliency 1
hell 574
helm 13
lenders 2
valeriano) 1
religion)finally 1
son(heder)still 1
filmall 4
fluxýf 1
cult-value 1
cliche 38
speciesthis 1
"gas" 1
(sandra 4
doone
 1
banning(danny 1
xy's 1
intro- 1
teen-targeted 1
alloddly 1
misogynistic 20
lewis 63
damme) 2
fight-scene-ending 1
thathe's 1
(mexico); 1
her5 1
her; 8
vigilance 2
whileall 1
her: 7
80s" 1
hero 423
(perry 1
hers 24
80s' 1
here 2431
misfire 23
rýde 3
80s) 3
crook!) 1
surefire 2
hera 14
herb 1
80s- 2
schoolboys 3
herd 15
dreyfus 3
co-directors 2
actors(egmihaela 1
riveting 17
sunset/sunrise 1
'class' 1
farkus 2
tooth"has 1
rýco 2
rých 1
georgia)that 1
centenary 1
regroup" 1
overlapping 4
raj(prashant 1
painted-on 1
vancruysen 1
dammes 3
marketplace 4
hepo 1
adapted 47
"1st" 1
then-members 1
her) 24
plotanybody 1
cheering 16
"given 1
sadlythe 1
not-venezuelan) 1
adapter 2
intro) 1
her! 12
her" 4
straightheads); 1
luckythere 1
himself--and 1
`office 2
misfits 11
crocteasýng" 1
howeverno 1
"teenagers 1
cthomas 1
trip--which 1
ravening 1
havent 5
understand 811
amalgam 3
havens 1
girlwhat 1
producer/moody 1
fashioning 3
pig: 1
viscerally 1
pies 5
pier 9
actionýn 1
"landers" 1
pseudo-liberalism 1
pig- 1
reader's 3
attention-spans 1
cacophonist 1
pig) 1
troubleelmann 1
pig" 2
body!") 1
arresting 10
pig! 1
bullfincher 2
"were 2
thýs!!! 1
overcoat 4
"lookit 1
perverts 4
propagandathe 1
directiongive 1
dreaming 16
"west 3
paris"autant-lara's 1
gwilym 2
midkiff's 1
captioned 1
damned 35
pics 7
mayhemwhat 1
pie: 4
burton-related 1
pie- 1
pick 206
(amitabh 3
hallucinations 23
wýreshe 1
disgusts 4
misogynistic(against 1
levin 1
d'amato's 3
pie) 2
riffles 1
pencil-neck 1
2005well 1
revenge-seeking 1
aloud; 1
pie" 9
perverse 21
"lucky 1
kýngs 1
fruitcake 1
halperins 2
restaraunt 3
demagogic 1
devgan's 2
(1937)
 1
lýllýan 1
rapedthen 1
_somewhere_ 1
"issue" 1
"douce"yves 1
penniless 5
"manson 1
bullies 13
specialising 2
dreadlocks 1
newcomer's 1
(reminiscent 3
bullied 10
talking/half 1
lynn's 1
murdstone's 1
disgust' 1
insanity 20
nativefoster 1
uncomfortably 10
tennesee 1
mantagna 1
disgust) 2
re-creation 1
skid's 1
disgust" 1
investigateand 1
xvid 1
"after 3
aspectspeaking 1
meatier 1
fanbase 2
lustre 2
sheik--despite 1
wonderley(!) 1
levon 1
pigs 13
yearsrise 1
(original 2
(nu-view 1
severe-looking 1
mcmanus 2
costs!!
 1
counter 16
moderators 1
putty!
 1
exasperatedly 1
counted 22
pow!!to 1
glamorously 1
"lucy" 1
white-knuckled 1
spetember 1
titles:greatsome 1
"seriously 1
molina 6
feather 5
klieg 1
pins 9
pint 1
klien 2
stripping 3
pino 8
menwhy 1
pink 39
"looks" 2
pine 13
favourite 69
ping 5
music--it 1
cheaply) 1
thing
 15
(season 1
wateranother 1
mini-plot 2
cancelled 16
herethere 3
grainyblack 1
receiving 40
pimp 14
movýes!!!!!
 1
vocational 3
genrethe 6
handed' 1
monthýt's 1
adjusts 1
uncomfortable 81
pin! 1
industry
 5
nonsensical 63
**spoýlers*** 1
tries/intends 1
straitjacketed 1
uproar!trash
 1
pill 10
klick 1
galadriel 1
reticent 1
(listening 1
buying 91
pile 165
horribleness 2
good-the 1
/dim 1
loopholesdirection 1
snipering 1
kitten 12
naivity 1
sincewellever 1
confounds 1
shamelessly) 1
day(joel 1
auditoriums 1
clouseau" 1
abilities!
 1
amen
 1
maria's 5
like/dislike 1
out-and-back 1
antony 4
richie's 5
lã©o 7
pike 1
minebut 1
pookie 1
proceeds 55
"evil" 11
it!!!
 1
pit" 3
overcome 53
pit' 1
levys 1
egm-button 1
heat 41
heap 27
dugan 1
hear 359
dugal 1
heal 12
kitted 2
garcia" 1
garcia! 1
heah 1
farley 3
head 796
cutsý 1
pearl)
 1
itnone 1
garcia) 1
spoýler***the 1
detective-killer 1
watered-down 5
garcia' 1
he`s 6
jobson 7
he`d 2
toiletfirst 1
"modernization" 1
husband
 1
jowett 1
quarantine 2
hallucination! 1
auditorium! 1
whatsoeverexcept 1
pipe 8
perschy) 1
lustig 7
levy) 1
extracts 8
hea) 1
;-)
 3
chinese-style 1
grandparent's 1
simon" 1
waldsterben") 1
improvewhat 1
disney
 1
(loaded 1
simon) 1
amerikan 1
godless 2
advertisers 3
prince
 1
thatý'm 1
purity 3
kicker: 1
blossoming 4
dufus 1
example--but 1
partner 113
kicker" 1
crazýes 1
molecular 1
*long 1
dollarusually 1
unholy 9
something--that 1
macýntosh) 1
ritter 18
single-handedly 12
super-tough 2
eloquently 3
florida) 1
crapbjork 1
post-wwýý 2
incoherentnex's 1
"restless 1
malfunctions 3
curiosity: 1
eschatological 1
belýeve 3
creditmuch 1
kickers 1
wizard 31
novocaine 1
honorable 13
girl--that 1
elsewheremy 1
salacious 6
here;especially 1
bloody- 1
curiosity) 1
heights" 4
negligible
 1
"avant-garde" 1
funny--some 1
checkered 2
6)the 1
closeups 17
zombie/military 1
"un-"s 1
unisol's 1
enchanced 1
'scum' 1
raunchier 1
therefore:4/10
 1
zombiesthere 1
yugi/yami's 1
chýcken 1
pointdoes 1
"addons" 1
"proven" 1
pigeonhole 1
bruisingly 1
riddený 2
glimpsing 1
longfinally 1
boxlegend 1
feelingbut 1
"jennifers" 1
"cadet 1
bedside 4
amuse) 1
spoons" 2
loveable 1
'ferdos' 1
watchsee 1
valuesstory 1
_certainly_ 1
animationthat 1
molecules 1
memorableunfortunately 1
secretaries 2
unrealized 2
pooled 1
rytotal 1
(kurupt) 1
hauteur 1
something)
 2
grass' 1
"avalon" 1
haenel 1
schuer) 1
nitwit 5
"inadvertently" 1
"mathematician" 1
clunkers 4
purist 4
knownacting: 1
not-quite-sarcastic 1
is--internally 1
grasps 3
gigolo") 1
skate 5
tyler 24
("rain 1
nonsense!despite 1
slaughter 44
unsaid 1
right----we 1
bemusement 1
amused 41
1979's 1
(ahem 1
1:26-38) 1
recollect 5
a-materialism 1
amuses 4
carsand 1
prettiest 2
budgetplease 1
abused 38
watch-able 1
adult-like 1
crime!!
 1
post-"trainspotting" 1
forcesthe 1
workout") 1
o'hara) 1
dismember 2
ex-vaudevillian 1
nagurski 3
auditorium 3
agonisingly 2
singer/actress 2
scooby(kinda 1
free-love 1
reasoningno 1
tripwhy 1
heighten 5
post-synchronized 1
creaturehis 1
abuser 1
abuses 2
(obvious 2
b+
 1
procedure
 1
attack
 1
satellite 14
literaturethe 1
cgý/halve 1
lip-stick 1
skank 3
battaglia 1
"enemy 2
body"
 1
repercussion 1
rebecca 8
counsel 2
avail) 1
'sherrybaby' 1
levee 1
inspectors 3
"visions" 3
prejudice 19
beings 46
showncompared 1
sensationalistic 3
slurpee 1
not-quite-there 1
prettier) 1
shark-congested 1
fearless 4
attached 76
christy) 1
jasper 3
mewling 2
monotonyi 1
squeaky 7
wittiness 2
'authenticity' 1
computing 1
gangway 1
smothershe 1
level 433
pantaloons 1
squeals 3
lex's 4
hesseman) 1
hard-sell 1
lever 8
sembene 2
being4 1
scientists' 2
disgruntled 21
screenwriter/director 2
shambles! 1
pukey 1
thiswell 1
levi) 2
begrudgingly 2
poliwhirl 1
scientists" 1
ong-bak 1
being" 1
ýronsides 3
unvalidated 1
being! 1
blouse 11
puked 3
squeaks 1
being' 1
being) 1
off!ýf 1
'phone 2
britainýt's 1
alosio 2
thing!" 1
thing!! 1
runtime 13
pg-13kids 1
squinting 3
online 39
stainton 1
gizmos 2
raddick 1
massude) 1
sausages 1
yutte 1
sillythis 1
horlicks 1
twentiesriemannâ´s 1
maybe--something 1
damner 1
semi-realistic 1
yellowing 1
thing!' 1
laster) 1
pm's 1
funnest 2
(doubtful 1
'care' 1
scenesone 1
boxadmirable 1
for(originally 1
waitrating:2 1
all-round 1
two-parter 1
ýronside) 1
ý-want-to-kill-her 1
wrong 972
account
 2
(norman 3
thing") 1
car-bashing 1
hughes 20
(percy 1
g-string 3
"monsters 1
lasted; 1
stickers 2
wrote 307
haneke's 3
dawson 31
reduced 71
baking 1
thunderstorms 1
blooded 6
hucksters 2
urinary 1
moviethere 12
enjoyment
 1
procedurals 1
pummels 1
elsein 1
profess 2
predisposition 1
digusted 1
screen-most 1
some)
 1
puke" 1
pleasuring 2
moviethese 1
sticker" 1
unpleasantness 5
"monster" 11
see:the 1
adaptor 1
onlike 1
periscope 1
poisoning 2
grater 1
urinate 3
"violent" 2
edition") 1
grates 7
bianchi's 1
chamionship 1
them-complete 1
reduces 8
nebula 2
clã©ment 2
ballbusting 1
purify 2
"slumber 2
springer:ringmaster" 1
(acerbic 1
vain
 2
442nd 1
ultra-left 1
aaron 30
physician) 1
("beowulf 1
cherise 1
whiteswhat's 1
usa/mexico 1
cherish 7
nesher 1
grated 4
cockfight 1
loren's 3
'realistic' 1
dogfight 2
"gave 1
'ýron 1
ketchup' 1
youâ—this 1
(orca) 1
ketchup" 2
todayheard 1
haulocast 2
ketchup! 2
allport 1
physicians 2
"gay" 3
implausible! 1
crap--i'm 1
bleating 1
salvationwe'll 1
themselveslet 1
berryman 5
sociopaths 3
themwith 1
hitchhiker's 1
painfully 173
excessiveten 1
gassed" 1
midriff-bearing 1
sociopathy 1
thing!ý 1
duffy 1
hollywood)
 1
thing's 9
junkyardýt 1
vividlyif 1
elseoh 1
erathankfully 1
leung 1
ladiesthe 1
quick-edit 1
boozewith 1
implausible; 1
elseor 1
old-time 3
stunningýt's 1
dunaway 20
audiencecertainly 1
film-strip 1
farmer 23
loving- 1
sky-high) 1
gambas) 1
movietheir 1
monotoned 1
(blair) 1
iterations 1
duh!) 2
delphine 1
hallucinating! 1
milestones 3
playýn 1
toshiyuki 1
moviesthis 7
movie!!!!!!!! 1
sauvage" 1
ornithochirus 1
philosophizing 3
lubricants 1
atavism 1
'ýt's 2
*scandal 1
aargh 1
overwritten 4
shutout 1
lundgren) 1
well-acclaimed 1
hereperversely 1
industry's 2
werewolf-theme 1
unsafe 2
lsdsome 1
gigolo's 1
changing)the 1
macrabe 1
onwards) 1
reese's 1
pronoun-less 1
attack0/10makes 1
'animal 1
surmount 1
compromise 5
fjaestad) 1
philip 32
mooning 1
herebonesetter 1
